filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Xchange,Q,Price,C_Price,Proceeds,CommTax,Basis,Realized_PL,MTM_PL,Codes,TotalQ,bkrType,yr,inputLine,SecType
60518S,AXL 21JAN12 11.0 C,1/3/2012 13:26,AXL,2012-01-21 00:00:00,11.00,C,-,-8,0.25,0.23278,200,-4.2,-195.8,0,13.78,O,-8,order,12,1,O
60518S,AXL 18FEB12 12.0 C,1/3/2012 13:51,AXL,2012-02-18 00:00:00,12.00,C,-,-5,0.3,0.264196,150,-3.63,-146.37,0,17.9,O,-5,order,12,2,O
60518S,AXL,1/5/2012 11:27,AXL,,,,-,300,10.929967,11.12,-3278.99,-1.41,3280.4,0,57.01,P;O,300,order,12,3,S
60518S,ASH 18FEB12 70.0 C,1/9/2012 14:36,ASH,2012-02-18 00:00:00,70.00,C,-,-8,0.25,0.183315,200,-5.8,-194.2,0,53.35,O,-8,order,12,4,O
60518S,ASH 18FEB12 70.0 C,1/9/2012 14:43,ASH,2012-02-18 00:00:00,70.00,C,-,-8,0.25,0.183315,200,-5.8,-194.2,0,53.35,O,-8,order,12,5,O
60518S,CALX,1/13/2012 15:53,CALX,,,,-,600,7,6.99,-4200,-1.32,4201.32,0,-6,P;O,600,order,12,6,S
60518S,C 18FEB12 26.0 P,1/17/2012 12:49,C,2012-02-18 00:00:00,26.00,P,-,-10,0.62,0.724006,620,-7.26,-612.74,0,-104.01,O,-10,order,12,7,O
60518S,AAPL 18FEB12 420.0 P,1/18/2012 13:31,AAPL,2012-02-18 00:00:00,420.00,P,-,5,11.342,10.644308,-5671,-3.62,5674.62,0,-348.85,P;O,5,order,12,8,O
60518S,AAPL 18FEB12 415.0 P,1/18/2012 13:31,AAPL,2012-02-18 00:00:00,415.00,P,-,-5,9.512,8.966384,4756,-3.71,-4752.29,0,272.81,P;O,-5,order,12,9,O
60518S,AAPL 18FEB12 440.0 C,1/18/2012 13:31,AAPL,2012-02-18 00:00:00,440.00,C,-,-5,9.54,9.719951,4770,-3.71,-4766.29,0,-89.98,P;O,-5,order,12,10,O
60518S,AAPL 18FEB12 435.0 C,1/18/2012 13:31,AAPL,2012-02-18 00:00:00,435.00,C,-,5,11.71,11.852339,-5855,-3.62,5858.62,0,71.17,P;O,5,order,12,11,O
60518S,CALX,1/18/2012 15:11,CALX,,,,-,-600,7.35,7.51,4410,-1.41,-4201.32,207.27,-96,P;ML;C,-600,order,12,12,S
60518S,AMZN 18FEB12 180.0 P,1/19/2012 10:10,AMZN,2012-02-18 00:00:00,180.00,P,-,6,4.768333,4.136601,-2861,-4.35,2865.35,0,-379.04,P;O,6,order,12,13,O
60518S,AMZN 18FEB12 175.0 P,1/19/2012 10:10,AMZN,2012-02-18 00:00:00,175.00,P,-,-6,3.415,2.901676,2049,-4.39,-2044.61,0,307.99,P;O,-6,order,12,14,O
60518S,AMZN 18FEB12 205.0 C,1/19/2012 10:10,AMZN,2012-02-18 00:00:00,205.00,C,-,-6,5.426667,5.368161,3256,-4.41,-3251.59,0,35.1,P;O,-6,order,12,15,O
60518S,AMZN 18FEB12 200.0 C,1/19/2012 10:10,AMZN,2012-02-18 00:00:00,200.00,C,-,6,7.173333,7.178922,-4304,-4.35,4308.35,0,3.35,P;O,6,order,12,16,O
60518S,BJRI 18FEB12 45.0 C,1/19/2012 13:41,BJRI,2012-02-18 00:00:00,45.00,C,-,-2,2.05,1.628622,410,-1.46,-408.54,0,84.28,O,-2,order,12,17,O
60518S,AXL,1/20/2012 12:54,AXL,,,,-,800,11.29,11.31,-9032,-3.76,9035.76,0,16,P;O,800,order,12,18,S
60518S,BRCM 18FEB12 33.0 P,1/20/2012 15:10,BRCM,2012-02-18 00:00:00,33.00,P,-,22,0.86,0.746927,-1892,-9.65,1901.65,0,-248.76,P;O,22,order,12,19,O
60518S,BRCM 18FEB12 32.0 P,1/20/2012 15:10,BRCM,2012-02-18 00:00:00,32.00,P,-,-22,0.606364,0.50195,1334,-9.67,-1324.33,0,229.71,P;O,-22,order,12,20,O
60518S,BRCM 18FEB12 38.0 C,1/20/2012 15:10,BRCM,2012-02-18 00:00:00,38.00,C,-,-22,0.415455,0.453751,914,-9.67,-904.33,0,-84.25,P;O,-22,order,12,21,O
60518S,BRCM 18FEB12 37.0 C,1/20/2012 15:10,BRCM,2012-02-18 00:00:00,37.00,C,-,22,0.661818,0.692232,-1456,-9.65,1465.65,0,66.91,P;O,22,order,12,22,O
60518S,BSDM 21JAN12 5.0 C,1/20/2012 16:20,BSDM,2012-01-21 00:00:00,5.00,C,-,-47,0,0,0,0,-259.56,-259.56,0,Ep;C,-47,order,12,23,O
60518S,BAC 21JAN12 4.0 P,1/20/2012 16:20,BAC,2012-01-21 00:00:00,4.00,P,-,19,0,0,0,0,161.07,161.07,0,Ep;C,19,order,12,24,O
60518S,AXL 21JAN12 11.0 C,1/20/2012 16:20,AXL,2012-01-21 00:00:00,11.00,C,-,8,0,0.31,0,0,195.8,0,248,A;C,8,order,12,25,O
60518S,ALSK 21JAN12 5.0 P,1/20/2012 16:20,ALSK,2012-01-21 00:00:00,5.00,P,-,24,0,2.15,0,0,4024.98,0,5160,A;C,24,order,12,26,O
60518S,AXL,1/20/2012 16:20,AXL,,,,-,-800,11,11.31,8800,-0.17,-9035.76,-40.13,-248,A;ML;C,-800,order,12,27,S
60518S,ALSK,1/20/2012 16:20,ALSK,,,,-,2400,5,2.85,-12000,0,12000,0,-5160,A;O,2400,order,12,28,S
60518S,ABT 18FEB12 55.0 P,1/24/2012 10:53,ABT,2012-02-18 00:00:00,55.00,P,-,7,0.45,0.435461,-315,-5.07,320.07,0,-10.18,P;O,7,order,12,29,O
60518S,ABT 18FEB12 55.0 C,1/24/2012 10:53,ABT,2012-02-18 00:00:00,55.00,C,-,7,1.3,1.232166,-910,-5.07,915.07,0,-47.48,P;O,7,order,12,30,O
60518S,BA 18FEB12 75.0 P,1/24/2012 11:26,BA,2012-02-18 00:00:00,75.00,P,-,8,1.9825,1.95173,-1586,-6.16,1592.16,0,-24.62,P;O,8,order,12,31,O
60518S,BA 18FEB12 75.0 C,1/24/2012 11:26,BA,2012-02-18 00:00:00,75.00,C,-,8,2.0175,2.091948,-1614,-6.16,1620.16,0,59.56,P;O,8,order,12,32,O
60518S,BVSN,1/24/2012 13:11,BVSN,,,,-,-267,42.6,33.99,11374.2,-0.62,-3439.81,7933.77,2298.87,P;ML;C,-267,order,12,33,S
60518S,BVSN,1/24/2012 13:15,BVSN,,,,-,-100,43.3,33.99,4330,-0.58,-1262.8,3066.61,931,P;ML;C,-100,order,12,34,S
60518S,BVSN,1/24/2012 13:16,BVSN,,,,-,-200,43.49,33.99,8698,-0.47,-2524.29,6173.25,1900,ML;C,-200,order,12,35,S
60518S,ABT 18FEB12 55.0 P,1/24/2012 15:03,ABT,2012-02-18 00:00:00,55.00,P,-,-7,0.478571,0.435461,335,-3.6,-320.07,11.33,30.18,P;ML;C,-7,order,12,36,O
60518S,ABT 18FEB12 55.0 C,1/24/2012 15:03,ABT,2012-02-18 00:00:00,55.00,C,-,-7,1.322857,1.232166,926,-3.61,-915.07,7.32,63.48,P;ML;C,-7,order,12,37,O
60518S,AAPL 18FEB12 420.0 P,1/24/2012 15:20,AAPL,2012-02-18 00:00:00,420.00,P,-,-5,14.1,14.259327,7050,-3.76,-5674.62,1371.62,-79.66,ML;C,-5,order,12,38,O
60518S,AAPL 18FEB12 435.0 C,1/24/2012 15:20,AAPL,2012-02-18 00:00:00,435.00,C,-,-5,9.2,7.869228,4600,-3.71,-5858.62,-1262.33,665.39,ML;C,-5,order,12,39,O
60518S,AAPL 18FEB12 440.0 C,1/24/2012 15:21,AAPL,2012-02-18 00:00:00,440.00,C,-,5,7.3,6.323467,-3650,-1.52,4766.29,1114.76,-488.27,P;ML;C,5,order,12,40,O
60518S,AAPL 18FEB12 415.0 P,1/24/2012 15:23,AAPL,2012-02-18 00:00:00,415.00,P,-,5,11.75,11.964689,-5875,-3.62,4752.29,-1126.34,107.34,ML;C,5,order,12,41,O
60518S,BA 18FEB12 75.0 C,1/24/2012 15:23,BA,2012-02-18 00:00:00,75.00,C,-,-8,2.02,2.091948,1616,-2.47,-1620.16,-6.62,-57.56,ML;C,-8,order,12,42,O
60518S,BA 18FEB12 75.0 P,1/24/2012 15:41,BA,2012-02-18 00:00:00,75.00,P,-,-8,1.99,1.95173,1592,-5.83,-1592.16,-5.98,30.62,ML;C,-8,order,12,43,O
60518S,AAPL 18JAN14 400.0 C,1/27/2012 15:04,AAPL,2014-01-18 00:00:00,400.00,C,-,-2,100.45,101.665002,20090,-0.99,-17061.44,3027.56,-243,ML;C,-2,order,12,44,O
60518S,AAPL 19JAN13 350.0 P,1/27/2012 15:41,AAPL,2013-01-19 00:00:00,350.00,P,-,2,16.35,16.375726,-3270,-1.45,9549.13,6277.68,5.15,ML;C,2,order,12,45,O
60518S,AAPL 19JAN13 350.0 P,1/27/2012 15:58,AAPL,2013-01-19 00:00:00,350.00,P,-,2,16.25,16.375726,-3250,-0.61,9549.13,6298.52,25.15,ML;C,2,order,12,46,O
60518S,BRCM 18FEB12 33.0 P,1/31/2012 13:50,BRCM,2012-02-18 00:00:00,33.00,P,-,-22,0.78,0.951944,1716,-15.97,-1901.65,-201.62,-378.28,P;ML;C,-22,order,12,47,O
60518S,BRCM 18FEB12 38.0 C,1/31/2012 13:50,BRCM,2012-02-18 00:00:00,38.00,C,-,22,0.33,0.252853,-726,-15.94,904.33,162.39,-169.72,P;ML;C,22,order,12,48,O
60518S,AMZN 18FEB12 180.0 P,1/31/2012 15:03,AMZN,2012-02-18 00:00:00,180.00,P,-,-6,5.378333,5.00412,3227,-2.56,-2865.35,359.09,224.53,P;ML;C,-6,order,12,49,O
60518S,AMZN 18FEB12 175.0 P,1/31/2012 15:03,AMZN,2012-02-18 00:00:00,175.00,P,-,6,3.87,3.638814,-2322,-2.5,2044.61,-279.88,-138.71,P;ML;C,6,order,12,50,O
60518S,AMZN 18FEB12 205.0 C,1/31/2012 15:03,AMZN,2012-02-18 00:00:00,205.00,C,-,6,5.716667,6.724154,-3430,-2.5,3251.59,-180.91,604.49,P;ML;C,6,order,12,51,O
60518S,AMZN 18FEB12 200.0 C,1/31/2012 15:03,AMZN,2012-02-18 00:00:00,200.00,C,-,-6,7.508333,8.643512,4505,-2.58,-4308.35,194.07,-681.11,P;ML;C,-6,order,12,52,O
60518S,BRCM 18FEB12 37.0 C,2/1/2012 10:39,BRCM,2012-02-18 00:00:00,37.00,C,-,-11,0.66,0.955422,726,-7.98,-740.9,-22.88,-324.96,ML;C,-11,order,12,53,O
60518S,BRCM 18FEB12 37.0 C,2/1/2012 10:45,BRCM,2012-02-18 00:00:00,37.00,C,-,-11,0.7,0.955422,770,-7.98,-724.75,37.27,-280.96,ML;C,-11,order,12,54,O
60518S,C 19JAN13 40.0 P,2/1/2012 13:39,C,2013-01-19 00:00:00,40.00,P,-,2,10,10.372523,-2000,-1.45,1149.06,-852.39,74.5,ML;C,2,order,12,55,O
60518S,AMZN 18JAN14 280.0 C,2/1/2012 13:52,AMZN,2014-01-18 00:00:00,280.00,C,-,1,9.55,9.596475,-955,-0.6,4769.27,3813.66,4.65,ML;C,1,order,12,56,O
60518S,LNKD 18FEB12 87.5 C,2/2/2012 11:53,LNKD,2012-02-18 00:00:00,87.50,C,-,-4,1.2,1.158909,480,-1.31,-478.69,0,16.44,O,-4,order,12,57,O
60518S,BAC,2/2/2012 15:23,BAC,,,,-,-1300,7.42,7.45,9646,-3.05,-15281.86,-5638.91,-39,ML;C,-1300,order,12,58,S
60518S,LNKD,2/2/2012 16:05,LNKD,,,,-,-200,76.98,76.98,15396,-1.21,-15394.79,0,0,O,-200,order,12,59,S
60518S,AFL,2/3/2012 11:23,AFL,,,,-,-100,50.12,49.98,5012,-0.67,-4540.22,471.11,14,ML;C,-100,order,12,60,S
60518S,LNKD 18FEB12 90.0 C,2/3/2012 12:59,LNKD,2012-02-18 00:00:00,90.00,C,-,-3,1.35,1.301774,405,-0.98,-404.02,0,14.47,O,-3,order,12,61,O
60518S,CAT 19JAN13 110.0 P,2/3/2012 13:02,CAT,2013-01-19 00:00:00,110.00,P,-,5,12.65,12.453817,-6325,-3.62,8448.23,2119.6,-98.09,ML;C,5,order,12,62,O
60518S,ALXN,2/3/2012 15:32,ALXN,,,,-,200,78.7,78.875,-15740,-1.34,15741.34,0,35,P;O,200,order,12,63,S
60518S,C,2/3/2012 15:45,C,,,,-,-100,33.31,33.54,3331,-0.63,-3004.22,326.15,-23,ML;C,-100,order,12,64,S
60518S,BIDU 19JAN13 180.0 C,2/8/2012 14:56,BIDU,2013-01-19 00:00:00,180.00,C,-,1,7.3,7.345872,-730,-0.6,1919.32,1188.72,4.59,ML;C,1,order,12,65,O
60518S,APRI,2/9/2012 13:14,APRI,,,,-,2500,3.82,3.78,-9550,-16.57,9566.57,0,-100,P;O,2500,order,12,66,S
60518S,AKAM 19JAN13 35.0 P,2/9/2012 15:14,AKAM,2013-01-19 00:00:00,35.00,P,-,4,4.55,4.574978,-1820,-2.9,2872.91,1050.01,9.99,ML;C,4,order,12,67,O
60518S,LNKD,2/9/2012 15:52,LNKD,,,,-,200,76.25,76.39,-15250,-0.44,15394.79,144.35,28,ML;C,200,order,12,68,S
60518S,LNKD 18FEB12 90.0 C,2/9/2012 15:56,LNKD,2012-02-18 00:00:00,90.00,C,-,-4,0.95,0.93168,380,-1.31,-378.69,0,7.33,P;O,-4,order,12,69,O
60518S,LNKD 17MAR12 85.0 P,2/10/2012 11:47,LNKD,2012-03-17 00:00:00,85.00,P,-,-5,4.7,4.775266,2350,-1.67,-2348.33,0,-37.63,O,-5,order,12,70,O
60518S,LNKD 17MAR12 85.0 P,2/10/2012 11:48,LNKD,2012-03-17 00:00:00,85.00,P,-,-4,4.8,4.775266,1920,-1.33,-1918.67,0,9.89,O,-4,order,12,71,O
60518S,AKAM 19JAN13 35.0 P,2/10/2012 12:21,AKAM,2013-01-19 00:00:00,35.00,P,-,2,4.5,4.609758,-900,-0.61,1436.46,535.85,21.95,ML;C,2,order,12,72,O
60518S,AKAM 19JAN13 35.0 P,2/10/2012 12:35,AKAM,2013-01-19 00:00:00,35.00,P,-,4,4.45,4.609758,-1780,-1.22,2872.91,1091.69,63.9,ML;C,4,order,12,73,O
60518S,AXL 21APR12 12.0 C,2/10/2012 13:37,AXL,2012-04-21 00:00:00,12.00,C,-,4,1,1.038912,-400,-1.3,138.31,-262.99,15.56,ML;C,4,order,12,74,O
60518S,BJRI 18FEB12 50.0 P,2/10/2012 14:21,BJRI,2012-02-18 00:00:00,50.00,P,-,-2,0.55,0.574971,110,-1.45,-108.55,0,-4.99,O,-2,order,12,75,O
60518S,AAPL 17MAR12 535.0 C,2/14/2012 12:56,AAPL,2012-03-17 00:00:00,535.00,C,-,-2,6.35,7.970171,1270,-1.47,-1268.53,0,-324.03,O,-2,order,12,76,O
60518S,CAR 18FEB12 15.0 C,2/15/2012 12:44,CAR,2012-02-18 00:00:00,15.00,C,-,-6,0.475,0.373341,285,-4.35,-280.65,0,61,P;O,-6,order,12,77,O
60518S,CAR,2/15/2012 12:44,CAR,,,,-,600,14.685,14.59,-8811,-2.82,8813.82,0,-57,O,600,order,12,78,S
60518S,CAR 17MAR12 12.0 P,2/16/2012 10:58,CAR,2012-03-17 00:00:00,12.00,P,-,-4,0.7,0.585829,280,-1.14,-278.86,0,45.67,O,-4,order,12,79,O
60518S,ASYS 19MAY12 7.5 P,2/16/2012 14:15,ASYS,2012-05-19 00:00:00,7.50,P,-,-9,0.55,0.551902,495,-6.53,-488.47,0,-1.71,O,-9,order,12,80,O
60518S,CAR 17MAR12 12.0 P,2/16/2012 14:48,CAR,2012-03-17 00:00:00,12.00,P,-,-6,0.7,0.585829,420,-4.36,-415.64,0,68.5,O,-6,order,12,81,O
60518S,LNKD 18FEB12 90.0 C,2/17/2012 16:20,LNKD,2012-02-18 00:00:00,90.00,C,-,7,0,3.05,0,0,782.71,0,2135,A;C,7,order,12,82,O
60518S,LNKD 18FEB12 87.5 C,2/17/2012 16:20,LNKD,2012-02-18 00:00:00,87.50,C,-,4,0,5.55,0,0,478.69,0,2220,A;C,4,order,12,83,O
60518S,LNKD 18FEB12 85.0 C,2/17/2012 16:20,LNKD,2012-02-18 00:00:00,85.00,C,-,6,0,8.05,0,0,1227.86,0,4830,A;C,6,order,12,84,O
60518S,CAR 18FEB12 15.0 C,2/17/2012 16:20,CAR,2012-02-18 00:00:00,15.00,C,-,6,0,0,0,0,280.65,280.65,0,Ep;C,6,order,12,85,O
60518S,C 18FEB12 26.0 P,2/17/2012 16:20,C,2012-02-18 00:00:00,26.00,P,-,10,0,0,0,0,612.74,612.74,0,Ep;C,10,order,12,86,O
60518S,BRCM 18FEB12 32.0 P,2/17/2012 16:20,BRCM,2012-02-18 00:00:00,32.00,P,-,22,0,0,0,0,1324.33,1324.33,0,Ep;C,22,order,12,87,O
60518S,BJRI 18FEB12 50.0 P,2/17/2012 16:20,BJRI,2012-02-18 00:00:00,50.00,P,-,2,0,0,0,0,108.55,108.55,0,Ep;C,2,order,12,88,O
60518S,BJRI 18FEB12 45.0 C,2/17/2012 16:20,BJRI,2012-02-18 00:00:00,45.00,C,-,2,0,7.08,0,0,408.54,0,1416,A;C,2,order,12,89,O
60518S,AXL 18FEB12 12.0 C,2/17/2012 16:20,AXL,2012-02-18 00:00:00,12.00,C,-,5,0,0.85,0,0,146.37,0,425,A;C,5,order,12,90,O
60518S,ASH 18FEB12 70.0 C,2/17/2012 16:20,ASH,2012-02-18 00:00:00,70.00,C,-,16,0,0,0,0,388.4,388.4,0,Ep;C,16,order,12,91,O
60518S,LNKD,2/17/2012 16:20,LNKD,,,,-,-700,90,93.05,63000,-1.13,-62998.87,0,-2135,A;O,-700,order,12,92,S
60518S,LNKD,2/17/2012 16:20,LNKD,,,,-,-400,87.5,93.05,35000,-0.63,-34999.37,0,-2220,A;O,-400,order,12,93,S
60518S,LNKD,2/17/2012 16:20,LNKD,,,,-,-600,85,93.05,51000,-0.92,-50999.08,0,-4830,A;O,-600,order,12,94,S
60518S,BJRI,2/17/2012 16:20,BJRI,,,,-,-200,45,52.08,9000,-0.16,-8999.84,0,-1416,A;O,-200,order,12,95,S
60518S,AXL,2/17/2012 16:20,AXL,,,,-,-500,12,12.85,6000,-0.11,-5230.09,916.17,-425,A;ML;C,-500,order,12,96,S
60518S,ANR 17MAR12 19.0 P,2/21/2012 11:42,ANR,2012-03-17 00:00:00,19.00,P,-,-10,0.74,0.808249,740,-3.06,-736.94,0,-68.25,O,-10,order,12,97,O
60518S,BRCD 18JAN14 5.0 P,2/21/2012 15:50,BRCD,2014-01-18 00:00:00,5.00,P,-,-8,1,0.980053,800,-2.45,-797.55,0,15.96,O,-8,order,12,98,O
60518S,BJRI 21APR12 55.0 C,2/21/2012 15:58,BJRI,2012-04-21 00:00:00,55.00,C,-,-3,1.35,1.381548,405,-2.18,-402.82,0,-9.46,O,-3,order,12,99,O
60518S,LNKD 17MAR12 85.0 P,2/22/2012 14:33,LNKD,2012-03-17 00:00:00,85.00,P,-,-2,2.75,2.542272,550,-0.66,-549.34,0,41.55,O,-2,order,12,100,O
60518S,EUR.JPY,2/24/2012 11:47,EUR.JPY,,,,-,-7602,108.795,0,827059.59,-2.5,,,,,-7602,order,12,101,FX
60518S,LNKD 17MAR12 85.0 P,2/24/2012 15:10,LNKD,2012-03-17 00:00:00,85.00,P,-,-6,2.1,1.962893,1260,-4.37,-1255.63,0,82.26,O,-6,order,12,102,O
60518S,EUR.JPY,2/27/2012 10:18,EUR.JPY,,,,-,40000,107.59,0,-4303600,-2.5,,,,,40000,order,12,103,FX
60518S,AAPL 17MAR12 555.0 C,2/27/2012 15:22,AAPL,2012-03-17 00:00:00,555.00,C,-,-2,2.385,2.561633,477,-1.65,-475.35,0,-35.33,P;O,-2,order,12,104,O
60518S,AAPL 17MAR12 535.0 C,2/27/2012 15:22,AAPL,2012-03-17 00:00:00,535.00,C,-,2,7.67,7.817219,-1534,-1.64,1268.53,-267.11,29.44,P;ML;C,2,order,12,105,O
60518S,EUR.JPY,2/28/2012 15:38,EUR.JPY,,,,-,-20000,108.361,0,2167220,-2.5,,,,,-20000,order,12,106,FX
60518S,AUD.JPY,2/29/2012 9:52,AUD.JPY,,,,-,-8138,87.261,0,710130.02,-2.5,,,,,-8138,order,12,107,FX
60518S,AAPL 17MAR12 570.0 C,3/1/2012 12:45,AAPL,2012-03-17 00:00:00,570.00,C,-,-2,5.3,4.793562,1060,-1.47,-1058.53,0,101.29,P;O,-2,order,12,108,O
60518S,C 17MAR12 35.0 C,3/1/2012 15:50,C,2012-03-17 00:00:00,35.00,C,-,-3,0.5,0.519712,150,-2.18,-147.82,0,-5.91,O,-3,order,12,109,O
60518S,C 09MAR12 35.0 C,3/1/2012 15:50,C,2012-03-09 00:00:00,35.00,C,-,-3,0.27,0.281772,81,-0.91,-80.09,0,-3.53,O,-3,order,12,110,O
60518S,LNKD,3/2/2012 13:24,LNKD,,,,-,200,85.98,87.5,-17196,-0.32,17408.98,212.66,304,ML;C,200,order,12,111,S
60518S,LNKD 17MAR12 85.0 P,3/2/2012 13:27,LNKD,2012-03-17 00:00:00,85.00,P,-,3,2.2,1.865918,-660,-2.17,627.82,-34.36,-100.22,ML;C,3,order,12,112,O
60518S,BJRI 21APR12 45.0 P,3/5/2012 13:50,BJRI,2012-04-21 00:00:00,45.00,P,-,-6,1.05,0.958504,630,-4.36,-625.64,0,54.9,O,-6,order,12,113,O
60518S,LNKD,3/5/2012 14:43,LNKD,,,,-,100,85.98,86.37,-8598,-0.51,8704.49,105.98,39,ML;C,100,order,12,114,S
60518S,LNKD 17MAR12 85.0 P,3/6/2012 10:08,LNKD,2012-03-17 00:00:00,85.00,P,-,2,2.45,1.896702,-490,-1.45,418.54,-72.91,-110.66,ML;C,2,order,12,115,O
60518S,LNKD,3/6/2012 10:09,LNKD,,,,-,200,85,86.44,-17000,-0.94,17408.98,408.04,288,P;ML;C,200,order,12,116,S
60518S,EUR.JPY,3/8/2012 12:50,EUR.JPY,,,,-,-20000,108.16,0,2163200,-2.5,,,,,-20000,order,12,117,FX
60518S,LNKD 21APR12 95.0 C,3/8/2012 14:10,LNKD,2012-04-21 00:00:00,95.00,C,-,-4,3.8,4.101343,1520,-2.93,-1517.07,0,-120.54,P;O,-4,order,12,118,O
60518S,C 09MAR12 35.0 C,3/9/2012 16:20,C,2012-03-09 00:00:00,35.00,C,-,3,0,0,0,0,80.09,80.09,0,Ep;C,3,order,12,119,O
60518S,BJRI 21APR12 55.0 C,3/12/2012 10:40,BJRI,2012-04-21 00:00:00,55.00,C,-,1,0.4,0.370404,-40,-1.02,134.27,93.25,-2.96,ML;C,1,order,12,120,O
60518S,BJRI 21APR12 55.0 C,3/12/2012 10:46,BJRI,2012-04-21 00:00:00,55.00,C,-,2,0.35,0.370404,-70,-1.45,268.55,197.1,4.08,ML;C,2,order,12,121,O
60518S,LNKD 21APR12 85.0 P,3/12/2012 11:44,LNKD,2012-04-21 00:00:00,85.00,P,-,-2,3.2,3.202837,640,-0.66,-639.34,0,-0.57,O,-2,order,12,122,O
60518S,LNKD 17MAR12 85.0 P,3/12/2012 11:45,LNKD,2012-03-17 00:00:00,85.00,P,-,4,0.4,0.309859,-160,-1.3,1228.28,1066.98,-36.06,ML;C,4,order,12,123,O
60518S,LNKD 21APR12 85.0 P,3/12/2012 11:47,LNKD,2012-04-21 00:00:00,85.00,P,-,-2,3.3,3.202837,660,-1.46,-658.54,0,19.43,O,-2,order,12,124,O
60518S,AGO 19JAN13 15.0 P,3/12/2012 14:35,AGO,2013-01-19 00:00:00,15.00,P,-,4,1.75,1.648467,-700,-1.22,1378.58,677.36,-40.61,ML;C,4,order,12,125,O
60518S,AGO 19JAN13 15.0 P,3/12/2012 15:48,AGO,2013-01-19 00:00:00,15.00,P,-,3,1.75,1.648467,-525,-2.17,1033.94,506.76,-30.46,ML;C,3,order,12,126,O
60518S,AAPL 21APR12 630.0 C,3/14/2012 10:46,AAPL,2012-04-21 00:00:00,630.00,C,-,-3,8.6,13.209416,2580,-0.96,-2579.04,0,-1382.82,O,-3,order,12,127,O
60518S,AAPL 21APR12 630.0 C,3/14/2012 11:00,AAPL,2012-04-21 00:00:00,630.00,C,-,-2,9,13.209416,1800,-1.48,-1798.52,0,-841.88,O,-2,order,12,128,O
60518S,AAPL 21APR12 630.0 C,3/14/2012 13:45,AAPL,2012-04-21 00:00:00,630.00,C,-,-2,13.8,13.209416,2760,-0.66,-2759.34,0,118.12,O,-2,order,12,129,O
60518S,C,3/15/2012 14:51,C,,,,-,-100,36.31,36.27,3631,-0.64,-3004.22,626.14,4,ML;C,-100,order,12,130,S
60518S,ALXN,3/15/2012 14:52,ALXN,,,,-,-200,89.49,89.52,17898,-0.56,-15741.34,2156.1,-6,ML;C,-200,order,12,131,S
60518S,AAPL,3/16/2012 15:16,AAPL,,,,-,100,584.61,585.57,-58461,-0.51,58461.51,0,96,O,100,order,12,132,S
60518S,AAPL,3/16/2012 15:18,AAPL,,,,-,100,584.6,585.57,-58460,-0.51,58460.51,0,97,O,100,order,12,133,S
60518S,AAPL,3/16/2012 15:47,AAPL,,,,-,200,584.6,585.57,-116920,-0.32,116920.32,0,194,P;O,200,order,12,134,S
60518S,LNKD 17MAR12 85.0 P,3/16/2012 16:20,LNKD,2012-03-17 00:00:00,85.00,P,-,8,0,0,0,0,3797.33,3797.33,0,Ep;C,8,order,12,135,O
60518S,CAR 17MAR12 12.0 P,3/16/2012 16:20,CAR,2012-03-17 00:00:00,12.00,P,-,10,0,0,0,0,694.5,694.5,0,Ep;C,10,order,12,136,O
60518S,C 17MAR12 35.0 C,3/16/2012 16:20,C,2012-03-17 00:00:00,35.00,C,-,3,0,1.69,0,0,147.82,0,507,A;C,3,order,12,137,O
60518S,ANR 17MAR12 19.0 P,3/16/2012 16:20,ANR,2012-03-17 00:00:00,19.00,P,-,10,0,1.64,0,0,736.94,0,1640,A;C,10,order,12,138,O
60518S,AAPL 17MAR12 570.0 C,3/16/2012 16:20,AAPL,2012-03-17 00:00:00,570.00,C,-,2,0,15.57,0,0,1058.53,0,3114,A;C,2,order,12,139,O
60518S,AAPL 17MAR12 555.0 C,3/16/2012 16:20,AAPL,2012-03-17 00:00:00,555.00,C,-,2,0,30.57,0,0,475.35,0,6114,A;C,2,order,12,140,O
60518S,C,3/16/2012 16:20,C,,,,-,-300,35,36.69,10500,-0.19,-9012.66,1634.97,-507,A;ML;C,-300,order,12,141,S
60518S,ANR,3/16/2012 16:20,ANR,,,,-,1000,19,17.36,-19000,0,19000,0,-1640,A;O,1000,order,12,142,S
60518S,AAPL,3/16/2012 16:20,AAPL,,,,-,-200,570,585.57,114000,-2.05,-122368.99,-7312.51,-3114,A;ML;C,-200,order,12,143,S
60518S,AAPL,3/16/2012 16:20,AAPL,,,,-,-200,555,585.57,111000,-2,-116922.02,0,-6114,A;ML;C,-200,order,12,144,S
60518S,C 19MAY12 41.0 C,3/19/2012 11:18,C,2012-05-19 00:00:00,41.00,C,-,-6,0.83,0.677001,498,-4.36,-493.64,0,91.8,P;O,-6,order,12,145,O
60518S,AAPL 21APR12 640.0 C,3/19/2012 11:21,AAPL,2012-04-21 00:00:00,640.00,C,-,-1,10.55,11.997246,1055,-1.04,-1053.96,0,-144.72,O,-1,order,12,146,O
60518S,AAPL 21APR12 640.0 C,3/19/2012 15:25,AAPL,2012-04-21 00:00:00,640.00,C,-,-1,11.35,11.997246,1135,-1.04,-1133.96,0,-64.72,O,-1,order,12,147,O
