filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Xchange,Q,Price,C_Price,Proceeds,CommTax,Basis,Realized_PL,MTM_PL,Codes,TotalQ,yr,inputLine,SecType,bkrGroup,account,LS,OC,multi
60518S,LNKD 18FEB12 87.5 C,2012-02-02 11:53:51,LNKD,2012-02-18 00:00:00,87.50,C,BATS,-4,1.2,1.158909,480.00,-1.31,-478.69,0.00,16.44,O,-4,12,119,O,794,IB9048,S,O,100
60518S,BAC,2012-02-02 15:23:22,BAC,,,,NYSE,"-1,300",7.42,7.45,9646.00,-3.05,-15281.86,-5638.91,-39,ML;C,-1300,12,120,S,166,IB9048,S,C,1
60518S,LNKD,2012-02-02 16:05:56,LNKD,,,,NYSE,-200,76.98,76.98,15396.00,-1.21,-15394.79,0.00,0,O,-200,12,121,S,258,IB9048,S,O,1
60518S,AFL,2012-02-03 11:23:26,AFL,,,,NYSE,-100,50.12,49.98,5012.00,-0.67,-4540.22,471.11,14,ML;C,-100,12,122,S,13,IB9048,S,C,1
60518S,LNKD 18FEB12 90.0 C,2012-02-03 12:59:04,LNKD,2012-02-18 00:00:00,90.00,C,BATS,-3,1.35,1.301774,405.00,-0.98,-404.02,0.00,14.47,O,-3,12,123,O,796,IB9048,S,O,100
60518S,CAT 19JAN13 110.0 P,2012-02-03 13:02:18,CAT,2013-01-19 00:00:00,110.00,P,CBOE,5,12.65,12.453817,-6325.00,-3.62,8448.23,2119.60,-98.09,ML;C,5,12,124,O,785,IB9048,L,C,100
60518S,ALXN,2012-02-03 15:32:23,ALXN,,,,ISLAND,100,78.7,78.875,-7870.00,-1.02,7871.02,0.00,17.5,P;O,200,12,125,S,37,IB9048,L,O,1
60518S,ALXN,2012-02-03 15:32:23,ALXN,,,,ISLAND,100,78.7,78.875,-7870.00,-0.32,7870.32,0.00,17.5,P;O,200,12,126,S,38,IB9048,L,O,1
60518S,C,2012-02-03 15:45:06,C,,,,NYSE,-100,33.31,33.54,3331.00,-0.63,-3004.22,326.15,-23,ML;C,-100,12,127,S,180,IB9048,S,C,1
60518S,BIDU 19JAN13 180.0 C,2012-02-08 14:56:56,BIDU,2013-01-19 00:00:00,180.00,C,NASDAQOM,1,7.3,7.345872,-730.00,-0.6,1919.32,1188.72,4.59,ML;C,1,12,128,O,701,IB9048,L,C,100
60518S,APRI,2012-02-09 13:14:24,APRI,,,,PSX,600,3.82,3.78,-2292.00,-3.84,2295.84,0.00,-24,P;O,2500,12,129,S,102,IB9048,L,O,1
60518S,APRI,2012-02-09 13:14:24,APRI,,,,ISLAND,800,3.82,3.78,-3056.00,-5.36,3061.36,0.00,-32,P;O,2500,12,130,S,103,IB9048,L,O,1
60518S,APRI,2012-02-09 13:14:24,APRI,,,,BATS,100,3.82,3.78,-382.00,-0.66,382.66,0.00,-4,P;O,2500,12,131,S,104,IB9048,L,O,1
60518S,APRI,2012-02-09 13:14:24,APRI,,,,ISLAND,"1,000",3.82,3.78,-3820.00,-6.7,3826.70,0.00,-40,P;O,2500,12,132,S,105,IB9048,L,O,1
60518S,AKAM 19JAN13 35.0 P,2012-02-09 15:14:27,AKAM,2013-01-19 00:00:00,35.00,P,CBOE,4,4.55,4.574978,-1820.00,-2.9,2872.91,1050.01,9.99,ML;C,4,12,133,O,617,IB9048,L,C,100
60518S,LNKD,2012-02-09 15:52:16,LNKD,,,,NYSE,200,76.25,76.39,-15250.00,-0.44,15394.79,144.35,28,ML;C,200,12,134,S,259,IB9048,L,C,1
60518S,LNKD 18FEB12 90.0 C,2012-02-09 15:56:17,LNKD,2012-02-18 00:00:00,90.00,C,BATS,-1,0.95,0.93168,95.00,-0.63,-94.37,0.00,1.83,P;O,-4,12,135,O,797,IB9048,S,O,100
60518S,LNKD 18FEB12 90.0 C,2012-02-09 15:56:20,LNKD,2012-02-18 00:00:00,90.00,C,BATS,-1,0.95,0.93168,95.00,-0.03,-94.97,0.00,1.83,P;O,-4,12,136,O,798,IB9048,S,O,100
60518S,LNKD 18FEB12 90.0 C,2012-02-09 15:57:39,LNKD,2012-02-18 00:00:00,90.00,C,BATS,-2,0.95,0.93168,190.00,-0.65,-189.35,0.00,3.66,P;O,-4,12,137,O,799,IB9048,S,O,100
60518S,LNKD 17MAR12 85.0 P,2012-02-10 11:47:04,LNKD,2012-03-17 00:00:00,85.00,P,BATS,-5,4.7,4.775266,2350.00,-1.67,-2348.33,0.00,-37.63,O,-5,12,138,O,801,IB9048,S,O,100
60518S,LNKD 17MAR12 85.0 P,2012-02-10 11:48:16,LNKD,2012-03-17 00:00:00,85.00,P,BATS,-4,4.8,4.775266,1920.00,-1.33,-1918.67,0.00,9.89,O,-4,12,139,O,802,IB9048,S,O,100
60518S,AKAM 19JAN13 35.0 P,2012-02-10 12:21:44,AKAM,2013-01-19 00:00:00,35.00,P,NASDAQOM,2,4.5,4.609758,-900.00,-0.61,1436.46,535.85,21.95,ML;C,2,12,140,O,618,IB9048,L,C,100
60518S,AKAM 19JAN13 35.0 P,2012-02-10 12:35:55,AKAM,2013-01-19 00:00:00,35.00,P,NASDAQOM,4,4.45,4.609758,-1780.00,-1.22,2872.91,1091.69,63.9,ML;C,4,12,141,O,619,IB9048,L,C,100
60518S,AXL 21APR12 12.0 C,2012-02-10 13:37:15,AXL,2012-04-21 00:00:00,12.00,C,BATS,4,1,1.038912,-400.00,-1.3,138.31,-262.99,15.56,ML;C,4,12,142,O,667,IB9048,L,C,100
60518S,BJRI 18FEB12 50.0 P,2012-02-10 14:21:55,BJRI,2012-02-18 00:00:00,50.00,P,CBOE,-2,0.55,0.574971,110.00,-1.45,-108.55,0.00,-4.99,O,-2,12,143,O,704,IB9048,S,O,100
60518S,AAPL 17MAR12 535.0 C,2012-02-14 12:56:00,AAPL,2012-03-17 00:00:00,535.00,C,CBOE,-2,6.35,7.970171,1270.00,-1.47,-1268.53,0.00,-324.03,O,-2,12,144,O,552,IB9048,S,O,100
60518S,CAR,2012-02-15 12:44:48,CAR,,,,ISE,600,14.685,14.59,-8811.00,-2.82,8813.82,0.00,-57,O,600,12,145,S,225,IB9048,L,O,1
60518S,CAR 18FEB12 15.0 C,2012-02-15 12:44:48,CAR,2012-02-18 00:00:00,15.00,C,ISE,-3,0.47,0.373341,141.00,-2.18,-138.82,0.00,29,P;O,-6,12,146,O,779,IB9048,S,O,100
60518S,CAR 18FEB12 15.0 C,2012-02-15 12:44:48,CAR,2012-02-18 00:00:00,15.00,C,ISE,-3,0.48,0.373341,144.00,-2.18,-141.82,0.00,32,P;O,-6,12,147,O,780,IB9048,S,O,100
60518S,CAR 17MAR12 12.0 P,2012-02-16 10:58:35,CAR,2012-03-17 00:00:00,12.00,P,ISE,-4,0.7,0.585829,280.00,-1.14,-278.86,0.00,45.67,O,-4,12,148,O,782,IB9048,S,O,100
60518S,ASYS 19MAY12 7.5 P,2012-02-16 14:15:54,ASYS,2012-05-19 00:00:00,7.50,P,CBOE,-9,0.55,0.551902,495.00,-6.53,-488.47,0.00,-1.71,O,-9,12,149,O,657,IB9048,S,O,100
60518S,CAR 17MAR12 12.0 P,2012-02-16 14:48:04,CAR,2012-03-17 00:00:00,12.00,P,CBOE,-6,0.7,0.585829,420.00,-4.36,-415.64,0.00,68.5,O,-6,12,150,O,783,IB9048,S,O,100
60518S,AXL,2012-02-17 16:20:00,AXL,,,,--,-500,12,12.85,6000.00,-0.11,-5230.09,916.17,-425,A;ML;C,-500,12,151,S,162,IB9048,S,C,1
60518S,BJRI,2012-02-17 16:20:00,BJRI,,,,--,-200,45,52.08,9000.00,-0.16,-8999.84,0.00,"-1,416.00",A;O,-200,12,152,S,167,IB9048,S,O,1
60518S,LNKD,2012-02-17 16:20:00,LNKD,,,,--,-600,85,93.05,51000.00,-0.92,-50999.08,0.00,"-4,830.00",A;O,-600,12,153,S,260,IB9048,S,O,1
60518S,LNKD,2012-02-17 16:20:00,LNKD,,,,--,-400,87.5,93.05,35000.00,-0.63,-34999.37,0.00,"-2,220.00",A;O,-400,12,154,S,261,IB9048,S,O,1
60518S,LNKD,2012-02-17 16:20:00,LNKD,,,,--,-700,90,93.05,63000.00,-1.13,-62998.87,0.00,"-2,135.00",A;O,-700,12,155,S,262,IB9048,S,O,1
60518S,ASH 18FEB12 70.0 C,2012-02-17 16:20:00,ASH,2012-02-18 00:00:00,70.00,C,--,16,0,0,0.00,0,388.40,388.40,0,Ep;C,16,12,156,O,656,IB9048,L,C,100
60518S,AXL 18FEB12 12.0 C,2012-02-17 16:20:00,AXL,2012-02-18 00:00:00,12.00,C,--,5,0,0.85,0.00,0,146.37,0.00,425,A;C,5,12,157,O,666,IB9048,L,C,100
60518S,BJRI 18FEB12 45.0 C,2012-02-17 16:20:00,BJRI,2012-02-18 00:00:00,45.00,C,--,2,0,7.08,0.00,0,408.54,0.00,"1,416.00",A;C,2,12,158,O,703,IB9048,L,C,100
60518S,BJRI 18FEB12 50.0 P,2012-02-17 16:20:00,BJRI,2012-02-18 00:00:00,50.00,P,--,2,0,0,0.00,0,108.55,108.55,0,Ep;C,2,12,159,O,705,IB9048,L,C,100
60518S,BRCM 18FEB12 32.0 P,2012-02-17 16:20:00,BRCM,2012-02-18 00:00:00,32.00,P,--,22,0,0,0.00,0,1324.33,1324.33,0,Ep;C,22,12,160,O,749,IB9048,L,C,100
60518S,C 18FEB12 26.0 P,2012-02-17 16:20:00,C,2012-02-18 00:00:00,26.00,P,--,10,0,0,0.00,0,612.74,612.74,0,Ep;C,10,12,161,O,758,IB9048,L,C,100
60518S,CAR 18FEB12 15.0 C,2012-02-17 16:20:00,CAR,2012-02-18 00:00:00,15.00,C,--,6,0,0,0.00,0,280.65,280.65,0,Ep;C,6,12,162,O,781,IB9048,L,C,100
60518S,LNKD 18FEB12 85.0 C,2012-02-17 16:20:00,LNKD,2012-02-18 00:00:00,85.00,C,--,6,0,8.05,0.00,0,1227.86,0.00,"4,830.00",A;C,6,12,163,O,793,IB9048,L,C,100
60518S,LNKD 18FEB12 87.5 C,2012-02-17 16:20:00,LNKD,2012-02-18 00:00:00,87.50,C,--,4,0,5.55,0.00,0,478.69,0.00,"2,220.00",A;C,4,12,164,O,795,IB9048,L,C,100
60518S,LNKD 18FEB12 90.0 C,2012-02-17 16:20:00,LNKD,2012-02-18 00:00:00,90.00,C,--,7,0,3.05,0.00,0,782.71,0.00,"2,135.00",A;C,7,12,165,O,800,IB9048,L,C,100
60518S,ANR 17MAR12 19.0 P,2012-02-21 11:42:51,ANR,2012-03-17 00:00:00,19.00,P,NASDAQOM,-10,0.74,0.808249,740.00,-3.06,-736.94,0.00,-68.25,O,-10,12,166,O,650,IB9048,S,O,100
60518S,BRCD 18JAN14 5.0 P,2012-02-21 15:50:59,BRCD,2014-01-18 00:00:00,5.00,P,NASDAQOM,-8,1,0.980053,800.00,-2.45,-797.55,0.00,15.96,O,-8,12,167,O,731,IB9048,S,O,100
60518S,BJRI 21APR12 55.0 C,2012-02-21 15:58:48,BJRI,2012-04-21 00:00:00,55.00,C,CBOE,-3,1.35,1.381548,405.00,-2.18,-402.82,0.00,-9.46,O,-3,12,168,O,708,IB9048,S,O,100
60518S,LNKD 17MAR12 85.0 P,2012-02-22 14:33:40,LNKD,2012-03-17 00:00:00,85.00,P,BATS,-2,2.75,2.542272,550.00,-0.66,-549.34,0.00,41.55,O,-2,12,169,O,803,IB9048,S,O,100
60518S,EUR.JPY,2012-02-24 11:47:20,EUR.JPY,,,,IDEALFX,"-7,602",108.795,0,827059.59,-2.5,,,,,-7602,12,170,FX,834,IB9048,S,FX,1
60518S,LNKD 17MAR12 85.0 P,2012-02-24 15:10:39,LNKD,2012-03-17 00:00:00,85.00,P,PHLX,-6,2.1,1.962893,1260.00,-4.37,-1255.63,0.00,82.26,O,-6,12,171,O,804,IB9048,S,O,100
60518S,EUR.JPY,2012-02-27 10:18:15,EUR.JPY,,,,IDEALFX,"40,000",107.59,0,-4303600.00,-2.5,,,,,40000,12,172,FX,835,IB9048,L,FX,1
60518S,AAPL 17MAR12 535.0 C,2012-02-27 15:22:46,AAPL,2012-03-17 00:00:00,535.00,C,PHLX,1,7.69,7.817219,-769.00,-0.76,634.26,-135.50,12.72,P;ML;C,2,12,173,O,553,IB9048,L,C,100
60518S,AAPL 17MAR12 535.0 C,2012-02-27 15:22:46,AAPL,2012-03-17 00:00:00,535.00,C,PSE,1,7.65,7.817219,-765.00,-0.87,634.26,-131.61,16.72,P;ML;C,2,12,174,O,554,IB9048,L,C,100
60518S,AAPL 17MAR12 555.0 C,2012-02-27 15:22:46,AAPL,2012-03-17 00:00:00,555.00,C,PHLX,-1,2.39,2.561633,239.00,-0.77,-238.23,0.00,-17.16,P;O,-2,12,175,O,555,IB9048,S,O,100
60518S,AAPL 17MAR12 555.0 C,2012-02-27 15:22:46,AAPL,2012-03-17 00:00:00,555.00,C,PSE,-1,2.38,2.561633,238.00,-0.88,-237.12,0.00,-18.16,P;O,-2,12,176,O,556,IB9048,S,O,100
60518S,EUR.JPY,2012-02-28 15:38:31,EUR.JPY,,,,IDEALFX,"-20,000",108.361,0,2167220.00,-2.5,,,,,-20000,12,177,FX,836,IB9048,S,FX,1
60518S,AUD.JPY,2012-02-29 09:52:25,AUD.JPY,,,,IDEALFX,"-8,138",87.261,0,710130.02,-2.5,,,,,-8138,12,178,FX,833,IB9048,S,FX,1
60518S,AAPL 17MAR12 570.0 C,2012-03-01 12:45:21,AAPL,2012-03-17 00:00:00,570.00,C,CBOE,-1,5.3,4.793562,530.00,-1.03,-528.97,0.00,50.64,P;O,-2,12,179,O,558,IB9048,S,O,100
60518S,AAPL 17MAR12 570.0 C,2012-03-01 12:48:01,AAPL,2012-03-17 00:00:00,570.00,C,CBOE,-1,5.3,4.793562,530.00,-0.43,-529.57,0.00,50.64,P;O,-2,12,180,O,559,IB9048,S,O,100
60518S,C 17MAR12 35.0 C,2012-03-01 15:50:04,C,2012-03-17 00:00:00,35.00,C,CBOE,-3,0.5,0.519712,150.00,-2.18,-147.82,0.00,-5.91,O,-3,12,181,O,761,IB9048,S,O,100
60518S,C 09MAR12 35.0 C,2012-03-01 15:50:10,C,2012-03-09 00:00:00,35.00,C,NASDAQOM,-3,0.27,0.281772,81.00,-0.91,-80.09,0.00,-3.53,O,-3,12,182,O,759,IB9048,S,O,100
60518S,LNKD,2012-03-02 13:24:15,LNKD,,,,ARCA,200,85.98,87.5,-17196.00,-0.32,17408.98,212.66,304,ML;C,200,12,183,S,263,IB9048,L,C,1
60518S,LNKD 17MAR12 85.0 P,2012-03-02 13:27:43,LNKD,2012-03-17 00:00:00,85.00,P,PHLX,3,2.2,1.865918,-660.00,-2.17,627.82,-34.36,-100.22,ML;C,3,12,184,O,805,IB9048,L,C,100
60518S,BJRI 21APR12 45.0 P,2012-03-05 13:50:41,BJRI,2012-04-21 00:00:00,45.00,P,CBOE,-6,1.05,0.958504,630.00,-4.36,-625.64,0.00,54.9,O,-6,12,185,O,711,IB9048,S,O,100
60518S,LNKD,2012-03-05 14:43:44,LNKD,,,,ARCA,100,85.98,86.37,-8598.00,-0.51,8704.49,105.98,39,ML;C,100,12,186,S,264,IB9048,L,C,1
60518S,LNKD 17MAR12 85.0 P,2012-03-06 10:08:48,LNKD,2012-03-17 00:00:00,85.00,P,PHLX,2,2.45,1.896702,-490.00,-1.45,418.54,-72.91,-110.66,ML;C,2,12,187,O,806,IB9048,L,C,100
60518S,LNKD,2012-03-06 10:09:26,LNKD,,,,CSFBCROSS,100,85,86.44,-8500.00,-0.82,8704.49,203.67,144,P;ML;C,200,12,188,S,265,IB9048,L,C,1
60518S,LNKD,2012-03-06 10:09:27,LNKD,,,,CSFBCROSS,100,85,86.44,-8500.00,-0.12,8704.49,204.37,144,P;ML;C,200,12,189,S,266,IB9048,L,C,1
60518S,EUR.JPY,2012-03-08 12:50:47,EUR.JPY,,,,IDEALFX,"-20,000",108.16,0,2163200.00,-2.5,,,,,-20000,12,190,FX,837,IB9048,S,FX,1
60518S,LNKD 21APR12 95.0 C,2012-03-08 14:10:23,LNKD,2012-04-21 00:00:00,95.00,C,PHLX,-1,3.8,4.101343,380.00,-1.03,-378.97,0.00,-30.13,P;O,-4,12,191,O,809,IB9048,S,O,100
60518S,LNKD 21APR12 95.0 C,2012-03-08 14:10:43,LNKD,2012-04-21 00:00:00,95.00,C,PHLX,-3,3.8,4.101343,1140.00,-1.89,-1138.11,0.00,-90.4,P;O,-4,12,192,O,810,IB9048,S,O,100
60518S,C 09MAR12 35.0 C,2012-03-09 16:20:00,C,2012-03-09 00:00:00,35.00,C,--,3,0,0,0.00,0,80.09,80.09,0,Ep;C,3,12,193,O,760,IB9048,L,C,100
60518S,BJRI 21APR12 55.0 C,2012-03-12 10:40:56,BJRI,2012-04-21 00:00:00,55.00,C,CBOE,1,0.4,0.370404,-40.00,-1.02,134.27,93.25,-2.96,ML;C,1,12,194,O,709,IB9048,L,C,100
60518S,BJRI 21APR12 55.0 C,2012-03-12 10:46:29,BJRI,2012-04-21 00:00:00,55.00,C,CBOE,2,0.35,0.370404,-70.00,-1.45,268.55,197.10,4.08,ML;C,2,12,195,O,710,IB9048,L,C,100
60518S,LNKD 21APR12 85.0 P,2012-03-12 11:44:25,LNKD,2012-04-21 00:00:00,85.00,P,BATS,-2,3.2,3.202837,640.00,-0.66,-639.34,0.00,-0.57,O,-2,12,196,O,812,IB9048,S,O,100
60518S,LNKD 17MAR12 85.0 P,2012-03-12 11:45:07,LNKD,2012-03-17 00:00:00,85.00,P,BATS,4,0.4,0.309859,-160.00,-1.3,1228.28,1066.98,-36.06,ML;C,4,12,197,O,807,IB9048,L,C,100
60518S,LNKD 21APR12 85.0 P,2012-03-12 11:47:23,LNKD,2012-04-21 00:00:00,85.00,P,PHLX,-2,3.3,3.202837,660.00,-1.46,-658.54,0.00,19.43,O,-2,12,198,O,813,IB9048,S,O,100
60518S,AGO 19JAN13 15.0 P,2012-03-12 14:35:28,AGO,2013-01-19 00:00:00,15.00,P,NASDAQOM,4,1.75,1.648467,-700.00,-1.22,1378.58,677.36,-40.61,ML;C,4,12,199,O,615,IB9048,L,C,100
60518S,AGO 19JAN13 15.0 P,2012-03-12 15:48:31,AGO,2013-01-19 00:00:00,15.00,P,CBOE,3,1.75,1.648467,-525.00,-2.17,1033.94,506.76,-30.46,ML;C,3,12,200,O,616,IB9048,L,C,100
60518S,AAPL 21APR12 630.0 C,2012-03-14 10:46:56,AAPL,2012-04-21 00:00:00,630.00,C,NASDAQOM,-3,8.6,13.209416,2580.00,-0.96,-2579.04,0.00,"-1,382.82",O,-3,12,201,O,561,IB9048,S,O,100
60518S,AAPL 21APR12 630.0 C,2012-03-14 11:00:44,AAPL,2012-04-21 00:00:00,630.00,C,CBOE,-2,9,13.209416,1800.00,-1.48,-1798.52,0.00,-841.88,O,-2,12,202,O,562,IB9048,S,O,100
60518S,AAPL 21APR12 630.0 C,2012-03-14 13:45:55,AAPL,2012-04-21 00:00:00,630.00,C,NASDAQOM,-2,13.8,13.209416,2760.00,-0.66,-2759.34,0.00,118.12,O,-2,12,203,O,563,IB9048,S,O,100
60518S,C,2012-03-15 14:51:44,C,,,,NYSE,-100,36.31,36.27,3631.00,-0.64,-3004.22,626.14,4,ML;C,-100,12,204,S,181,IB9048,S,C,1
60518S,ALXN,2012-03-15 14:52:11,ALXN,,,,BATS,-200,89.49,89.52,17898.00,-0.56,-15741.34,2156.10,-6,ML;C,-200,12,205,S,39,IB9048,S,C,1
60518S,AAPL,2012-03-16 15:16:11,AAPL,,,,ARCA,100,584.61,585.57,-58461.00,-0.51,58461.51,0.00,96,O,100,12,206,S,4,IB9048,L,O,1
60518S,AAPL,2012-03-16 15:18:15,AAPL,,,,ARCA,100,584.6,585.57,-58460.00,-0.51,58460.51,0.00,97,O,100,12,207,S,5,IB9048,L,O,1
60518S,AAPL,2012-03-16 15:47:35,AAPL,,,,ARCA,165,584.6,585.57,-96459.00,-0.39,96459.39,0.00,160.05,P;O,200,12,208,S,6,IB9048,L,O,1
60518S,AAPL,2012-03-16 15:47:35,AAPL,,,,ARCA,35,584.6,585.57,-20461.00,0.07,20460.93,0.00,33.95,P;O,200,12,209,S,7,IB9048,L,O,1
60518S,AAPL,2012-03-16 16:20:00,AAPL,,,,--,-200,555,585.57,111000.00,-2,-116922.02,0.00,"-6,114.00",A;ML;C,-200,12,210,S,8,IB9048,S,C,1
60518S,AAPL,2012-03-16 16:20:00,AAPL,,,,--,-200,570,585.57,114000.00,-2.05,-122368.99,-7312.51,"-3,114.00",A;ML;C,-200,12,211,S,9,IB9048,S,C,1
60518S,ANR,2012-03-16 16:20:00,ANR,,,,--,"1,000",19,17.36,-19000.00,0,19000.00,0.00,"-1,640.00",A;O,1000,12,212,S,41,IB9048,L,O,1
60518S,C,2012-03-16 16:20:00,C,,,,--,-300,35,36.69,10500.00,-0.19,-9012.66,1634.97,-507,A;ML;C,-300,12,213,S,182,IB9048,S,C,1
60518S,AAPL 17MAR12 555.0 C,2012-03-16 16:20:00,AAPL,2012-03-17 00:00:00,555.00,C,--,2,0,30.57,0.00,0,475.35,0.00,"6,114.00",A;C,2,12,214,O,557,IB9048,L,C,100
60518S,AAPL 17MAR12 570.0 C,2012-03-16 16:20:00,AAPL,2012-03-17 00:00:00,570.00,C,--,2,0,15.57,0.00,0,1058.53,0.00,"3,114.00",A;C,2,12,215,O,560,IB9048,L,C,100
60518S,ANR 17MAR12 19.0 P,2012-03-16 16:20:00,ANR,2012-03-17 00:00:00,19.00,P,--,10,0,1.64,0.00,0,736.94,0.00,"1,640.00",A;C,10,12,216,O,651,IB9048,L,C,100
60518S,C 17MAR12 35.0 C,2012-03-16 16:20:00,C,2012-03-17 00:00:00,35.00,C,--,3,0,1.69,0.00,0,147.82,0.00,507,A;C,3,12,217,O,762,IB9048,L,C,100
60518S,CAR 17MAR12 12.0 P,2012-03-16 16:20:00,CAR,2012-03-17 00:00:00,12.00,P,--,10,0,0,0.00,0,694.50,694.50,0,Ep;C,10,12,218,O,784,IB9048,L,C,100
60518S,LNKD 17MAR12 85.0 P,2012-03-16 16:20:00,LNKD,2012-03-17 00:00:00,85.00,P,--,8,0,0,0.00,0,3797.33,3797.33,0,Ep;C,8,12,219,O,808,IB9048,L,C,100
60518S,C 19MAY12 41.0 C,2012-03-19 11:18:09,C,2012-05-19 00:00:00,41.00,C,CBOE,-5,0.83,0.677001,415.00,-3.63,-411.37,0.00,76.5,P;O,-6,12,220,O,763,IB9048,S,O,100
60518S,C 19MAY12 41.0 C,2012-03-19 11:18:12,C,2012-05-19 00:00:00,41.00,C,CBOE,-1,0.83,0.677001,83.00,-0.73,-82.27,0.00,15.3,P;O,-6,12,221,O,764,IB9048,S,O,100
60518S,AAPL 21APR12 640.0 C,2012-03-19 11:21:47,AAPL,2012-04-21 00:00:00,640.00,C,CBOE,-1,10.55,11.997246,1055.00,-1.04,-1053.96,0.00,-144.72,O,-1,12,222,O,567,IB9048,S,O,100
60518S,AAPL 21APR12 640.0 C,2012-03-19 15:25:07,AAPL,2012-04-21 00:00:00,640.00,C,CBOE,-1,11.35,11.997246,1135.00,-1.04,-1133.96,0.00,-64.72,O,-1,12,223,O,568,IB9048,S,O,100
60518S,BJRI 21APR12 50.0 C,2012-03-26 15:05:10,BJRI,2012-04-21 00:00:00,50.00,C,CBOE,-2,2.2,1.948811,440.00,-1.46,-438.54,0.00,50.24,O,-2,12,224,O,706,IB9048,S,O,100
60518S,LNKD 21APR12 85.0 P,2012-03-28 12:43:48,LNKD,2012-04-21 00:00:00,85.00,P,ISE,-4,0.45,0.386658,180.00,-2.9,-177.10,0.00,25.34,O,-4,12,225,O,814,IB9048,S,O,100
60518S,BHP 21APR12 70.0 P,2012-03-28 14:11:48,BHP,2012-04-21 00:00:00,70.00,P,CBOE,-4,2,1.815071,800.00,-2.91,-797.09,0.00,73.97,O,-4,12,226,O,699,IB9048,S,O,100
60518S,AAPL 21APR12 630.0 C,2012-03-30 12:01:59,AAPL,2012-04-21 00:00:00,630.00,C,CBOE,2,6.4,6.068042,-1280.00,-1.45,1719.36,437.91,-66.39,ML;C,2,12,227,O,564,IB9048,L,C,100
60518S,LNKD,2012-04-04 14:07:33,LNKD,,,,NYSE,100,98.9,99.38,-9890.00,-0.57,8704.49,-1186.08,48,ML;C,100,12,228,S,267,IB9048,L,C,1
60518S,AAPL 21APR12 630.0 C,2012-04-04 14:15:35,AAPL,2012-04-21 00:00:00,630.00,C,NASDAQOM,2,10.25,11.314091,-2050.00,-0.57,1758.94,0.00,212.82,ML;C,2,12,229,O,565,IB9048,L,C,100
60518S,USD.JPY,2012-04-05 12:23:19,USD.JPY,,,,IDEALFX,"10,000",82.32,0,-823200.00,-2.5,,,,P,13175,12,230,FX,838,IB9048,L,FX,1
60518S,AUD.USD,2012-04-05 12:27:01,AUD.USD,,,,IDEALFX,-285,1.03088,0,293.80,-2.5,,,,,-285,12,231,FX,841,IB9048,S,FX,1
60518S,AAPL 21APR12 650.0 C,2012-04-05 12:34:18,AAPL,2012-04-21 00:00:00,650.00,C,CBOE,-2,7.75,7.331846,1550.00,-1.48,-1548.52,0.00,83.63,O,-2,12,232,O,570,IB9048,S,O,100
60518S,USD.JPY,2012-04-05 12:40:08,USD.JPY,,,,IDEALFX,"3,175",82.32,0,-261366.00,0,,,,P,13175,12,233,FX,839,IB9048,L,FX,1
60518S,USD.JPY,2012-04-09 18:01:26,USD.JPY,,,,IDEALFX,3.3329,81.629,0,-272.06,0,,,,,3.3329,12,234,FX,840,IB9048,L,FX,1
60518S,AUD.USD,2012-04-09 18:01:26,AUD.USD,,,,IDEALFX,-0.92,1.0321,0,0.95,0,,,,,-0.92,12,235,FX,842,IB9048,S,FX,1
60518S,AAPL 21APR12 675.0 C,2012-04-10 10:08:01,AAPL,2012-04-21 00:00:00,675.00,C,CBOE,-2,3.75,1.846169,750.00,-1.47,-748.53,0.00,380.77,O,-2,12,236,O,573,IB9048,S,O,100
60518S,AMZN 18JAN14 300.0 C,2012-04-10 12:52:05,AMZN,2014-01-18 00:00:00,300.00,C,CBOE,1,7.9,7.745009,-790.00,-1.02,2139.32,1348.29,-15.5,ML;C,1,12,237,O,648,IB9048,L,C,100
60518S,AAPL 21APR12 650.0 C,2012-04-12 14:48:25,AAPL,2012-04-21 00:00:00,650.00,C,CBOE,-2,2.7,2.745722,540.00,-1.46,-538.54,0.00,-9.14,O,-2,12,238,O,571,IB9048,S,O,100
60518S,AAPL 21APR12 630.0 C,2012-04-12 15:14:23,AAPL,2012-04-21 00:00:00,630.00,C,CBOE,3,7.95,8.125563,-2385.00,-2.17,3366.97,979.80,52.67,ML;C,3,12,239,O,566,IB9048,L,C,100
60518S,LNKD 18JAN14 120.0 C,2012-04-18 14:27:41,LNKD,2014-01-18 00:00:00,120.00,C,ISE,-1,19.9,21.357769,1990.00,-1.07,-1988.93,0.00,-145.78,O,-1,12,240,O,821,IB9048,S,O,100
60518S,LNKD,2012-04-20 16:20:00,LNKD,,,,--,-400,95,105.01,38000.00,-0.85,-37999.15,1186.08,"-4,004.00",A;O,-400,12,241,S,268,IB9048,S,O,1
60518S,AAPL 21APR12 640.0 C,2012-04-20 16:20:00,AAPL,2012-04-21 00:00:00,640.00,C,--,2,0,0,0.00,0,2187.91,2187.91,0,Ep;C,2,12,242,O,569,IB9048,L,C,100
60518S,AAPL 21APR12 650.0 C,2012-04-20 16:20:00,AAPL,2012-04-21 00:00:00,650.00,C,--,4,0,0,0.00,0,2087.06,2087.06,0,Ep;C,4,12,243,O,572,IB9048,L,C,100
