filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Xchange,Q,Price,C_Price,Proceeds,CommTax,Basis,Realized_PL,MTM_PL,Codes,TotalQ,yr,inputLine,SecType,bkrGroup,account,LS,OC,multi
60518S,ANR 21JUL12 7.0 P,2012-07-10 15:34:29,ANR,2012-07-21 00:00:00,7.00,P,CBOE,-4,0.26,0.228258,104.00,-2.91,-101.09,0.00,12.7,O,-4,12,525,O,652,IB9048,S,O,100
60518S,LNKD,2012-07-10 15:52:35,LNKD,,,,NYSE,100,99.65,99.53,-9965.00,-0.57,8671.60,-1293.97,-12,MSL;C,100,12,526,S,453,IB9048,L,C,1
60518S,LNKD,2012-07-11 10:10:15,LNKD,,,,NYSE,-100,100.55,101.08,10055.00,-0.8,-10054.20,1184.83,-53,O,-100,12,527,S,454,IB9048,S,O,1
60518S,LNKD,2012-07-11 10:46:51,LNKD,,,,NYSE,66,100.22,101.08,-6614.52,-0.61,5853.33,-761.81,56.76,P;MSL;C,100,12,528,S,455,IB9048,L,C,1
60518S,LNKD,2012-07-11 10:46:51,LNKD,,,,NYSE,34,100.22,101.08,-3407.48,0.04,3016.05,-391.39,29.24,P;MSL;C,100,12,529,S,456,IB9048,L,C,1
60518S,CALX,2012-07-11 14:32:58,CALX,,,,NYSE,400,6.46,6.48,-2584.00,-0.88,2584.88,0.00,8,O,400,12,530,S,218,IB9048,L,O,1
60518S,CALX,2012-07-11 14:32:58,CALX,,,,NYSE,500,6.45,6.48,-3225.00,-1.1,3226.10,0.00,15,O,500,12,531,S,219,IB9048,L,O,1
60518S,LNKD,2012-07-11 15:12:33,LNKD,,,,NYSE,-100,100.57,101.08,10057.00,-0.8,-10056.20,1408.02,-51,O,-100,12,532,S,457,IB9048,S,O,1
60518S,ARNA,2012-07-11 15:26:06,ARNA,,,,ISLAND,100,11.12,11.13,-1112.00,-0.5,1112.50,0.00,1,P;O,1000,12,533,S,106,IB9048,L,O,1
60518S,ARNA,2012-07-11 15:26:16,ARNA,,,,ISLAND,900,11.12,11.13,-10008.00,-1,10009.00,0.00,9,P;O,1000,12,534,S,107,IB9048,L,O,1
60518S,LNKD,2012-07-12 09:52:52,LNKD,,,,NYSE,-100,101.51,104.64,10151.00,-0.8,-10150.20,1293.97,-313,O,-100,12,535,S,458,IB9048,S,O,1
60518S,LNKD,2012-07-12 10:20:04,LNKD,,,,NYSE,100,101.11,104.64,-10111.00,-0.57,8648.18,-1463.39,353,MSL;C,100,12,536,S,459,IB9048,L,C,1
60518S,CADX,2012-07-12 10:31:15,CADX,,,,BATS,-100,4.58,4.42,458.00,-1.02,-962.49,-505.51,16,P;MSL;C,-500,12,537,S,190,IB9048,S,C,1
60518S,CADX,2012-07-12 10:31:15,CADX,,,,BATS,-100,4.58,4.42,458.00,-0.32,-962.49,-504.81,16,P;MSL;C,-500,12,538,S,191,IB9048,S,C,1
60518S,CADX,2012-07-12 10:31:28,CADX,,,,BATS,-300,4.58,4.42,1374.00,-0.39,-2887.46,-1513.85,48,P;MSL;C,-500,12,539,S,192,IB9048,S,C,1
60518S,LNKD,2012-07-12 12:59:38,LNKD,,,,NYSE,-100,104.5,104.64,10450.00,-0.8,-10449.20,1153.19,-14,O,-100,12,540,S,460,IB9048,S,O,1
60518S,CADX,2012-07-12 13:21:24,CADX,,,,ISLAND,-500,4.64,4.42,2320.00,-0.8,-4812.43,-2493.23,110,MSL;C,-500,12,541,S,193,IB9048,S,C,1
60518S,LNKD,2012-07-13 09:41:52,LNKD,,,,NYSE,-100,105.58,105.59,10558.00,-0.81,-10557.19,1463.39,-1,O,-100,12,542,S,461,IB9048,S,O,1
60518S,LNKD,2012-07-16 10:05:05,LNKD,,,,NYSE,100,103.5,103.21,-10350.00,-0.57,8856.23,-1494.34,-29,MSL;C,100,12,543,S,462,IB9048,L,C,1
60518S,LNKD,2012-07-17 09:41:44,LNKD,,,,NYSE,100,102.5,103.84,-10250.00,-0.57,9093.80,-1156.77,134,LI;C,100,12,544,S,463,IB9048,L,C,1
60518S,LNKD,2012-07-17 10:41:34,LNKD,,,,NYSE,100,101.11,103.84,-10111.00,-0.57,9296.00,-815.57,273,LI;C,100,12,545,S,464,IB9048,L,C,1
60518S,LNKD,2012-07-17 12:05:06,LNKD,,,,NYSE,-100,102.52,103.84,10252.00,-0.8,-10251.20,1494.34,-132,O,-100,12,546,S,465,IB9048,S,O,1
60518S,LNKD,2012-07-17 12:24:28,LNKD,,,,NYSE,-100,103.52,103.84,10352.00,-0.8,-10351.20,1156.77,-32,O,-100,12,547,S,466,IB9048,S,O,1
60518S,LNKD,2012-07-17 12:43:02,LNKD,,,,NYSE,100,102.51,103.84,-10251.00,-0.57,9194.43,-1057.14,133,LI;C,100,12,548,S,467,IB9048,L,C,1
60518S,LNKD,2012-07-17 14:45:51,LNKD,,,,NYSE,-20,103.52,103.84,2070.40,-0.72,-2069.68,163.03,-6.4,P;O,-100,12,549,S,468,IB9048,S,O,1
60518S,LNKD,2012-07-17 14:45:51,LNKD,,,,NYSE,-80,103.52,103.84,8281.60,-0.08,-8281.52,652.54,-25.6,P;O,-100,12,550,S,469,IB9048,S,O,1
60518S,CADX,2012-07-17 15:10:13,CADX,,,,ISLAND,"1,000",4.37,4.36,-4370.00,-1.5,4371.50,5017.39,-10,O,1000,12,551,S,194,IB9048,L,O,1
60518S,LNKD,2012-07-18 09:59:33,LNKD,,,,NYSE,-100,104.52,104.61,10452.00,-0.8,-10451.20,1057.14,-9,O,-100,12,552,S,470,IB9048,S,O,1
60518S,CELG,2012-07-19 06:46:04,CELG,,,,ARCA,-100,67.8,67.98,6780.00,-0.66,-6442.65,336.69,-18,LI;C,-100,12,553,S,250,IB9048,S,C,1
60518S,CELG,2012-07-19 11:35:00,CELG,,,,ISLAND,-100,67.85,67.98,6785.00,-0.65,-6445.25,339.10,-13,LI;C,-100,12,554,S,251,IB9048,S,C,1
60518S,CELG,2012-07-19 15:44:51,CELG,,,,ISLAND,-85,68.02,67.98,5781.70,-0.66,-5423.98,357.06,3.4,P;LI;C,-100,12,555,S,252,IB9048,S,C,1
60518S,CELG,2012-07-19 15:44:51,CELG,,,,ISLAND,-15,68.02,67.98,1020.30,0.01,-957.17,63.13,0.6,P;LI;C,-100,12,556,S,253,IB9048,S,C,1
60518S,ANR,2012-07-20 16:20:00,ANR,,,,--,400,7,6.74,-2800.00,0,2800.00,0.00,-104,A;O,400,12,557,S,43,IB9048,L,O,1
60518S,ANR 21JUL12 7.0 P,2012-07-20 16:20:00,ANR,2012-07-21 00:00:00,7.00,P,--,4,0,0,0.00,0,101.09,0.00,0,A;C,4,12,558,O,653,IB9048,L,C,100
60518S,BKS 21JUL12 17.0 C,2012-07-20 16:20:00,BKS,2012-07-21 00:00:00,17.00,C,--,8,0,0,0.00,0,462.93,462.93,0,Ep;C,8,12,559,O,721,IB9048,L,C,100
60518S,BKS 21JUL12 18.0 C,2012-07-20 16:20:00,BKS,2012-07-21 00:00:00,18.00,C,--,10,0,0,0.00,0,325.24,325.24,0,Ep;C,10,12,560,O,724,IB9048,L,C,100
60518S,CELG 21JUL12 57.5 P,2012-07-20 16:20:00,CELG,2012-07-21 00:00:00,57.50,P,--,5,0,0,0.00,0,521.36,521.36,0,Ep;C,5,12,561,O,792,IB9048,L,C,100
60518S,LNKD,2012-07-23 09:39:43,LNKD,,,,NYSE,52,102.9,104.2,-5350.80,-0.63,4885.33,-466.10,67.6,P;LI;C,100,12,562,S,471,IB9048,L,C,1
60518S,LNKD,2012-07-23 09:40:03,LNKD,,,,BATS,48,102.9,104.2,-4939.20,0.11,4508.73,-430.36,62.4,P;LI;C,100,12,563,S,472,IB9048,L,C,1
60518S,LNKD,2012-07-23 09:42:45,LNKD,,,,NYSE,100,102.51,104.2,-10251.00,-0.57,9535.63,-715.94,169,LI;C,100,12,564,S,473,IB9048,L,C,1
60518S,LNKD,2012-07-23 13:10:37,LNKD,,,,NYSE,-100,103.52,104.2,10352.00,-0.8,-10351.20,896.47,-68,O,-100,12,565,S,474,IB9048,S,O,1
60518S,CELG,2012-07-23 13:50:43,CELG,,,,ISLAND,200,65.65,65.78,-13130.00,-0.3,13130.30,0.00,26,O,200,12,566,S,254,IB9048,L,O,1
60518S,CADX,2012-07-23 13:57:47,CADX,,,,ARCA,100,4.13,4.15,-413.00,-0.51,413.51,0.00,2,P;O,300,12,567,S,195,IB9048,L,O,1
60518S,CADX,2012-07-23 13:57:47,CADX,,,,ARCA,100,4.13,4.15,-413.00,0.19,412.81,0.00,2,P;O,300,12,568,S,196,IB9048,L,O,1
60518S,CADX,2012-07-23 14:00:26,CADX,,,,ARCA,100,4.13,4.15,-413.00,-0.16,413.16,0.00,2,P;O,300,12,569,S,197,IB9048,L,O,1
60518S,LNKD,2012-07-23 14:16:29,LNKD,,,,NYSE,-3,104.62,104.2,313.86,-0.7,-313.16,21.39,1.26,P;O,-100,12,570,S,475,IB9048,S,O,1
60518S,LNKD,2012-07-23 14:16:33,LNKD,,,,BATS,-51,104.62,104.2,5335.62,0,-5335.62,365.60,21.42,P;O,-100,12,571,S,476,IB9048,S,O,1
60518S,LNKD,2012-07-23 14:16:33,LNKD,,,,BATS,-3,104.62,104.2,313.86,0,-313.86,21.44,1.26,P;O,-100,12,572,S,477,IB9048,S,O,1
60518S,LNKD,2012-07-23 14:16:37,LNKD,,,,BATS,-43,104.62,104.2,4498.66,0,-4498.66,307.51,18.06,P;O,-100,12,573,S,478,IB9048,S,O,1
60518S,LNKD,2012-07-23 14:54:01,LNKD,,,,NYSE,47,103.61,104.2,-4869.67,-0.64,4581.05,-289.26,27.73,P;LI;C,100,12,574,S,479,IB9048,L,C,1
60518S,LNKD,2012-07-23 14:54:23,LNKD,,,,BATS,53,103.61,104.2,-5491.33,0.12,5164.30,-326.91,31.27,P;LI;C,100,12,575,S,480,IB9048,L,C,1
60518S,ARNA,2012-07-23 15:43:19,ARNA,,,,BEX,200,9.93,9.94,-1986.00,-0.64,1986.64,0.00,2,P;O,500,12,576,S,108,IB9048,L,O,1
60518S,ARNA,2012-07-23 15:43:19,ARNA,,,,CBSX,300,9.93,9.94,-2979.00,-0.66,2979.66,0.00,3,P;O,500,12,577,S,109,IB9048,L,O,1
60518S,ALXA,2012-07-24 15:58:32,ALXA,,,,ISLAND,50,3.47,3.51,-173.50,-0.86,174.36,0.00,2,P;O,213,12,578,S,20,IB9048,L,O,1
60518S,ALXA,2012-07-24 15:58:32,ALXA,,,,ISLAND,163,3.47,3.51,-565.61,-0.57,566.18,0.00,6.52,P;O,213,12,579,S,21,IB9048,L,O,1
60518S,ALXA,2012-07-25 09:30:00,ALXA,,,,ISLAND,287,3.46,3.54,-993.02,-1.21,994.23,0.00,22.96,O,287,12,580,S,22,IB9048,L,O,1
60518S,LNKD,2012-07-25 10:37:42,LNKD,,,,NYSE,100,102.21,102.19,-10221.00,-0.57,9454.73,-766.84,-2,LI;C,100,12,581,S,481,IB9048,L,C,1
60518S,LNKD,2012-07-25 10:59:41,LNKD,,,,NYSE,100,101.51,102.19,-10151.00,-0.57,8756.86,-1394.71,68,LI;C,100,12,582,S,482,IB9048,L,C,1
60518S,LNKD,2012-07-25 11:14:57,LNKD,,,,NYSE,-100,102.56,102.19,10256.00,-0.8,-10255.20,616.17,37,O,-100,12,583,S,483,IB9048,S,O,1
60518S,LNKD,2012-07-25 16:35:23,LNKD,,,,ARCA,76,101.51,102.19,-7714.76,-0.56,7325.74,-389.57,51.68,LI;C,76,12,584,S,484,IB9048,L,C,1
60518S,CELG,2012-07-25 17:14:22,CELG,,,,ARCA,-100,66.66,65.28,6666.00,-0.66,-6565.15,100.19,138,LI;C,-100,12,585,S,255,IB9048,S,C,1
60518S,LNKD,2012-07-26 06:10:50,LNKD,,,,ARCA,24,101.51,100.82,-2436.24,-0.66,2313.29,-123.61,-16.56,LI;C,24,12,586,S,485,IB9048,L,C,1
60518S,CELG,2012-07-26 07:39:38,CELG,,,,ARCA,-100,67.66,67.49,6766.00,-0.66,-6565.15,200.19,17,LI;C,-100,12,587,S,256,IB9048,S,C,1
60518S,LNKD,2012-07-26 10:02:25,LNKD,,,,NYSE,100,100.51,100.82,-10051.00,-0.57,8931.27,-1120.30,31,LI;C,100,12,588,S,486,IB9048,L,C,1
60518S,LNKD,2012-07-26 11:13:39,LNKD,,,,NYSE,-100,101.52,100.82,10152.00,-0.8,-10151.20,766.84,70,O,-100,12,589,S,487,IB9048,S,O,1
60518S,LNKD,2012-07-26 11:54:58,LNKD,,,,NYSE,35,100.51,100.82,-3517.85,-0.66,3284.85,-233.66,10.85,P;LI;C,100,12,590,S,488,IB9048,L,C,1
60518S,LNKD,2012-07-26 11:55:06,LNKD,,,,BATS,65,100.51,100.82,-6533.15,0.15,6099.51,-433.49,20.15,P;LI;C,100,12,591,S,489,IB9048,L,C,1
60518S,LNKD,2012-07-26 13:06:37,LNKD,,,,NYSE,-100,101.52,100.82,10152.00,-0.8,-10151.20,1394.71,70,O,-100,12,592,S,490,IB9048,S,O,1
60518S,LNKD,2012-07-26 14:20:53,LNKD,,,,NYSE,100,100.51,100.82,-10051.00,-0.57,8756.49,-1295.08,31,LI;C,100,12,593,S,491,IB9048,L,C,1
60518S,LNKD,2012-07-26 17:01:12,LNKD,,,,ARCA,94,99,100.82,-9306.00,-1,8481.18,-825.83,171.08,P;LI;C,100,12,594,S,492,IB9048,L,C,1
60518S,LNKD,2012-07-26 17:01:12,LNKD,,,,ARCA,6,98.87,100.82,-593.22,-0.02,541.39,-51.85,11.7,P;LI;C,100,12,595,S,493,IB9048,L,C,1
60518S,LNKD,2012-07-26 17:29:46,LNKD,,,,ARCA,-100,99.52,100.82,9952.00,-0.73,-9951.27,513.18,-130,O,-100,12,596,S,494,IB9048,S,O,1
60518S,LNKD,2012-07-27 08:43:33,LNKD,,,,ARCA,100,98.01,103.42,-9801.00,-0.51,9438.09,-363.42,541,LI;C,100,12,597,S,495,IB9048,L,C,1
60518S,CELG,2012-07-27 09:30:04,CELG,,,,ARCA,-100,68.1,70.6,6810.00,-0.66,-6381.15,428.19,-250,LI;C,-100,12,598,S,257,IB9048,S,C,1
60518S,LNKD,2012-07-27 09:56:52,LNKD,,,,NYSE,-100,99.62,103.42,9962.00,-0.79,-9961.21,1120.30,-380,O,-100,12,599,S,496,IB9048,S,O,1
60518S,LNKD,2012-07-27 10:20:14,LNKD,,,,NYSE,100,99.01,103.42,-9901.00,-0.57,8840.91,-1060.67,441,LI;C,100,12,600,S,497,IB9048,L,C,1
60518S,LNKD,2012-07-27 10:26:10,LNKD,,,,NYSE,-100,99.62,103.42,9962.00,-0.79,-9961.21,667.14,-380,O,-100,12,601,S,498,IB9048,S,O,1
60518S,CADX,2012-07-27 10:45:45,CADX,,,,ISLAND,-100,4.35,4.4,435.00,-0.51,-942.66,0.00,-5,P;MSL;C,-300,12,602,S,198,IB9048,S,C,1
60518S,CADX,2012-07-27 10:46:06,CADX,,,,ISLAND,-40,4.35,4.4,174.00,0.08,-376.78,0.00,-2,P;MSL;C,-300,12,603,S,199,IB9048,S,C,1
60518S,CADX,2012-07-27 10:46:10,CADX,,,,ISLAND,-40,4.35,4.4,174.00,0.08,-376.78,0.00,-2,P;MSL;C,-300,12,604,S,200,IB9048,S,C,1
60518S,CADX,2012-07-27 10:46:16,CADX,,,,ISLAND,-40,4.35,4.4,174.00,0.01,-376.74,0.00,-2,P;MSL;C,-300,12,605,S,201,IB9048,S,C,1
60518S,CADX,2012-07-27 10:46:20,CADX,,,,ISLAND,-80,4.35,4.4,348.00,-0.13,-753.41,0.00,-4,P;MSL;C,-300,12,606,S,202,IB9048,S,C,1
60518S,ARNA,2012-07-27 11:08:25,ARNA,,,,ISLAND,300,9.5,9.42,-2850.00,-0.45,2850.45,0.00,-24,O,300,12,607,S,110,IB9048,L,O,1
60518S,LNKD,2012-07-27 11:40:21,LNKD,,,,NYSE,-100,101.97,103.42,10197.00,-0.8,-10196.20,1295.08,-145,O,-100,12,608,S,499,IB9048,S,O,1
60518S,LNKD,2012-07-27 15:18:27,LNKD,,,,NYSE,-100,103.12,103.42,10312.00,-0.8,-10311.20,877.68,-30,O,-100,12,609,S,500,IB9048,S,O,1
60518S,ANR,2012-07-30 07:17:02,ANR,,,,ARCA,-400,7.14,7.15,2856.00,-0.71,-2698.91,156.39,-4,LI;C,-400,12,610,S,44,IB9048,S,C,1
60518S,LNKD,2012-07-30 09:41:49,LNKD,,,,NYSE,-100,104.62,104.18,10462.00,-0.8,-10461.20,363.42,44,O,-100,12,611,S,501,IB9048,S,O,1
60518S,ANR,2012-07-30 11:19:17,ANR,,,,NYSE,200,6.46,7.15,-1292.00,-1.2,1293.20,0.00,138,P;O,1000,12,612,S,45,IB9048,L,O,1
60518S,ANR,2012-07-30 11:19:17,ANR,,,,NYSE,200,6.46,7.15,-1292.00,-0.44,1292.44,0.00,138,P;O,1000,12,613,S,46,IB9048,L,O,1
60518S,ANR,2012-07-30 11:19:20,ANR,,,,NYSE,600,6.46,7.15,-3876.00,-1.32,3877.32,0.00,414,P;O,1000,12,614,S,47,IB9048,L,O,1
60518S,LNKD,2012-07-30 12:24:23,LNKD,,,,NYSE,100,103.51,104.18,-10351.00,-0.57,10097.77,-253.80,67,LI;C,100,12,615,S,502,IB9048,L,C,1
60518S,LNKD,2012-07-30 13:05:58,LNKD,,,,NYSE,-100,104.62,104.18,10462.00,-0.8,-10461.20,1060.67,44,O,-100,12,616,S,503,IB9048,S,O,1
60518S,ANR,2012-07-30 13:37:06,ANR,,,,NYSE,-200,6.77,7.15,1354.00,-0.47,-1292.44,61.09,-76,P;LI;C,-300,12,617,S,48,IB9048,S,C,1
60518S,ANR,2012-07-30 13:37:47,ANR,,,,NYSE,-100,6.77,7.15,677.00,-0.24,-646.22,30.54,-38,P;LI;C,-300,12,618,S,49,IB9048,S,C,1
60518S,ANR,2012-07-30 14:25:03,ANR,,,,NYSE,-100,6.81,7.15,681.00,-0.59,-646.22,34.19,-34,LI;C,-100,12,619,S,50,IB9048,S,C,1
60518S,LNKD,2012-07-30 14:28:01,LNKD,,,,NYSE,100,103.51,104.18,-10351.00,-0.57,9400.53,-951.04,67,LI;C,100,12,620,S,504,IB9048,L,C,1
60518S,ANR,2012-07-30 15:17:22,ANR,,,,NYSE,-300,7.07,7.15,2121.00,-0.71,-1938.66,181.63,-24,LI;C,-300,12,621,S,51,IB9048,S,C,1
60518S,ANR,2012-07-30 15:48:01,ANR,,,,NYSE,-300,7.19,7.15,2157.00,-0.71,-1939.42,216.87,12,LI;C,-300,12,622,S,52,IB9048,S,C,1
60518S,LNKD,2012-07-31 09:43:01,LNKD,,,,ARCA,-100,105.17,102.65,10517.00,-0.75,-10516.25,253.80,252,O,-100,12,623,S,505,IB9048,S,O,1
60518S,ANR,2012-07-31 09:48:18,ANR,,,,NYSE,300,6.76,7.01,-2028.00,-0.66,2028.66,0.00,75,O,300,12,624,S,53,IB9048,L,O,1
60518S,LNKD,2012-07-31 09:56:37,LNKD,,,,ARCA,100,103.51,102.65,-10351.00,-0.51,10262.46,-89.06,-86,LI;C,100,12,625,S,506,IB9048,L,C,1
60518S,ANR,2012-07-31 10:04:24,ANR,,,,NYSE,300,6.75,7.01,-2025.00,-0.66,2025.66,0.00,78,O,300,12,626,S,54,IB9048,L,O,1
60518S,LNKD,2012-07-31 10:11:20,LNKD,,,,NYSE,100,102.11,102.65,-10211.00,-0.57,9433.52,-778.05,54,LI;C,100,12,627,S,507,IB9048,L,C,1
60518S,LNKD,2012-07-31 10:24:41,LNKD,,,,BATS,-100,103.22,102.65,10322.00,-0.7,-10321.30,951.04,57,O,-100,12,628,S,508,IB9048,S,O,1
60518S,LNKD,2012-07-31 10:28:44,LNKD,,,,NYSE,20,102.11,102.65,-2042.20,-0.67,1874.14,-168.73,10.8,P;LI;C,100,12,629,S,509,IB9048,L,C,1
60518S,LNKD,2012-07-31 10:31:45,LNKD,,,,BATS,80,102.11,102.65,-8168.80,0.18,7496.11,-672.50,43.2,P;LI;C,100,12,630,S,510,IB9048,L,C,1
60518S,ANR,2012-07-31 11:10:34,ANR,,,,NYSE,-300,7.07,7.01,2121.00,-0.71,-2025.66,94.63,18,LI;C,-300,12,631,S,55,IB9048,S,C,1
60518S,LNKD,2012-07-31 11:23:25,LNKD,,,,ARCA,-100,103.22,102.65,10322.00,-0.74,-10321.26,89.06,57,O,-100,12,632,S,511,IB9048,S,O,1
60518S,LNKD,2012-07-31 12:05:08,LNKD,,,,NYSE,100,102.11,102.65,-10211.00,-0.57,10232.20,20.63,54,LI;C,100,12,633,S,512,IB9048,L,C,1
60518S,ATML,2012-07-31 15:06:23,ATML,,,,BYX,300,5.84,5.86,-1752.00,-1.05,1753.05,0.00,6,P;O,1000,12,634,S,144,IB9048,L,O,1
60518S,ATML,2012-07-31 15:06:23,ATML,,,,BYX,200,5.84,5.86,-1168.00,-0.7,1168.70,0.00,4,P;O,1000,12,635,S,145,IB9048,L,O,1
60518S,ATML,2012-07-31 15:06:23,ATML,,,,CBSX,200,5.84,5.86,-1168.00,-0.44,1168.44,0.00,4,P;O,1000,12,636,S,146,IB9048,L,O,1
60518S,ATML,2012-07-31 15:06:23,ATML,,,,BYX,100,5.84,5.86,-584.00,-0.35,584.35,0.00,2,P;O,1000,12,637,S,147,IB9048,L,O,1
60518S,ATML,2012-07-31 15:06:23,ATML,,,,BYX,100,5.84,5.86,-584.00,-0.35,584.35,0.00,2,P;O,1000,12,638,S,148,IB9048,L,O,1
60518S,ATML,2012-07-31 15:06:23,ATML,,,,BEX,100,5.84,5.86,-584.00,-0.32,584.32,0.00,2,P;O,1000,12,639,S,149,IB9048,L,O,1
60518S,LNKD,2012-08-01 09:25:30,LNKD,,,,ISLAND,-100,103.79,95.64,10379.00,-0.73,-10378.27,778.05,815,O,-100,12,640,S,513,IB9048,S,O,1
60518S,LNKD,2012-08-01 09:36:45,LNKD,,,,NYSE,58,102.51,95.64,-5945.58,-0.63,5568.23,-377.97,-398.46,P;LI;C,100,12,641,S,514,IB9048,L,C,1
60518S,LNKD,2012-08-01 09:36:56,LNKD,,,,BATS,42,102.51,95.64,-4305.42,0.1,4031.98,-273.34,-288.54,P;LI;C,100,12,642,S,515,IB9048,L,C,1
60518S,LNKD,2012-08-01 12:02:11,LNKD,,,,NYSE,100,100.51,95.64,-10051.00,-0.57,8901.12,-1150.45,-487,LI;C,100,12,643,S,516,IB9048,L,C,1
60518S,LNKD,2012-08-01 13:13:34,LNKD,,,,ARCA,100,99.01,95.64,-9901.00,-0.51,9294.06,-607.45,-337,LI;C,100,12,644,S,517,IB9048,L,C,1
60518S,LNKD,2012-08-01 14:57:49,LNKD,,,,ARCA,100,98.01,95.64,-9801.00,-0.51,9887.10,85.59,-237,LI;C,100,12,645,S,518,IB9048,L,C,1
60518S,ATML,2012-08-02 08:09:01,ATML,,,,ARCA,"1,000",5.45,5.54,-5450.00,-1.6,5451.60,0.00,90,O,1000,12,646,S,150,IB9048,L,O,1
60518S,LNKD,2012-08-02 11:14:00,LNKD,,,,ARCA,100,93.01,93.51,-9301.00,-0.51,9573.06,271.55,50,LI;C,100,12,647,S,519,IB9048,L,C,1
60518S,LNKD,2012-08-02 12:00:29,LNKD,,,,ARCA,-100,93.76,93.51,9376.00,-0.72,-9375.28,841.23,25,O,-100,12,648,S,520,IB9048,S,O,1
60518S,LNKD,2012-08-02 12:34:38,LNKD,,,,ARCA,100,93.01,93.51,-9301.00,-0.51,8534.05,-767.46,50,LI;C,100,12,649,S,521,IB9048,L,C,1
60518S,LNKD,2012-08-02 13:11:56,LNKD,,,,NYSE,-62,93.76,93.51,5813.12,-0.75,-5812.37,404.00,15.5,P;O,-100,12,650,S,522,IB9048,S,O,1
60518S,LNKD,2012-08-02 13:11:56,LNKD,,,,NYSE,-38,93.76,93.51,3562.88,-0.03,-3562.85,247.31,9.5,P;O,-100,12,651,S,523,IB9048,S,O,1
60518S,ANR,2012-08-02 13:20:54,ANR,,,,NYSE,300,6.75,6.66,-2025.00,-0.66,2025.66,0.00,-27,O,300,12,652,S,56,IB9048,L,O,1
60518S,ARNA,2012-08-02 13:36:08,ARNA,,,,ARCA,250,7.68,7.75,-1920.00,-0.4,1920.40,0.00,17.5,P;O,500,12,653,S,111,IB9048,L,O,1
60518S,ARNA,2012-08-02 13:36:08,ARNA,,,,ARCA,40,7.68,7.75,-307.20,-0.06,307.26,0.00,2.8,P;O,500,12,654,S,112,IB9048,L,O,1
60518S,ARNA,2012-08-02 13:36:08,ARNA,,,,ARCA,200,7.68,7.75,-1536.00,-0.32,1536.32,0.00,14,P;O,500,12,655,S,113,IB9048,L,O,1
60518S,ARNA,2012-08-02 13:36:08,ARNA,,,,ARCA,10,7.68,7.75,-76.80,-0.02,76.82,0.00,0.7,P;O,500,12,656,S,114,IB9048,L,O,1
60518S,LNKD,2012-08-02 13:38:25,LNKD,,,,NYSE,100,93.01,93.51,-9301.00,-0.57,8723.91,-577.66,50,LI;C,100,12,657,S,524,IB9048,L,C,1
60518S,LNKD,2012-08-02 15:45:16,LNKD,,,,ARCA,-100,93.76,93.51,9376.00,-0.72,-9375.28,1150.45,25,O,-100,12,658,S,525,IB9048,S,O,1
60518S,LNKD,2012-08-02 15:52:02,LNKD,,,,ARCA,100,93.01,93.51,-9301.00,-0.51,8224.83,-1076.68,50,LI;C,100,12,659,S,526,IB9048,L,C,1
60518S,LNKD,2012-08-02 16:22:24,LNKD,,,,ARCA,-100,96.67,93.51,9667.00,-0.73,-9666.27,607.45,316,O,-100,12,660,S,527,IB9048,S,O,1
60518S,LNKD,2012-08-02 16:34:32,LNKD,,,,ARCA,-85,97.52,93.51,8289.20,-0.72,-8288.48,651.97,340.85,P;O,-100,12,661,S,528,IB9048,S,O,1
60518S,LNKD,2012-08-02 16:34:43,LNKD,,,,ARCA,-15,97.52,93.51,1462.80,0,-1462.80,115.50,60.15,P;O,-100,12,662,S,529,IB9048,S,O,1
60518S,LNKD,2012-08-02 16:37:20,LNKD,,,,ARCA,100,96.51,93.51,-9651.00,-0.51,8983.81,-667.70,-300,LI;C,100,12,663,S,530,IB9048,L,C,1
